Session ID,session_1747365896313_2jbxx2m
Prolific ID,67e70a61f963fecfc78db7ab
Status,completed
Progress,33/33
Created At,"5/15/2025, 11:24:56 PM"
Updated At,"5/16/2025, 12:07:26 AM"
Completed At,"5/16/2025, 12:07:26 AM"

Question Number,Question,Answer
15,How do you think the interests of current residents versus future residents should be balanced when making zoning decisions?,"And I don't know why we have to put all the dense building into the existing residential area. I think the government or the local government or state government should think if there is an open space, we can put those tall buildings there and then just test it out. Maybe build a public transportation there from the area into downtown and see how it goes instead of just put everything, changing everything in the existing city fabric."
16,What role do you think social equity and access to opportunity play in discussions about zoning and housing policy?,"I don't think we have much to say about it, except for like, you know, we can voice, but usually we downplay that as a citizen, because all the builders, you know, they somehow they convince, you know, the people in the city, county, and it's a good idea. But those people, I think it's pretty short sighted, and they're only thinking about like, for, you know, 30%, you know, 15%, so-called affordable housing, and it's not a lot. So pretty much it's, you know, like, this is a huge opportunity for builders to benefit from it. And the rest of us, we have to help pay for it, actually. And for that, you know, 15%."
17,"Would small changes in Higher density housing lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","I think definitely would help for the support, you know, because, you know, we're human, we thought about that, you know, we really want to help, but not to the extent that you impact us negatively in our own life. We want to help. So if we do it slowly, then we, at least, you know, any big, any impact, at least, you know, as a minimize it to the rest of us, and we can think something else. That's an example already. You know, like we already have like 70, those, you know, high density buildings, building or being built. And now suddenly another mayor or something said, oh, we want to petition for another, you know, thing on the ballot in November, because we want to do it another way. And we want to get, you know, some tax, you know, income, and then we want to, you know, try this, you know, other way to do it. So see, people seeing it is not going to cut it. People are thinking, you know, something else, while those buildings still being built, 708 still being built."
18,"What factors affect Support for Upzoning, and which ones have the strongest influence? Please also indicate if these influences are positive (increasing) or negative (decreasing).","If we get it under control and better planning and have some tryouts, maybe build one or two dance buildings first and see how it goes and do it slowly, then I think a lot of us would support it. If suddenly you put in 10 tall, dense buildings, then nobody knows the impact and that's scary because once you get there, you can't reverse it."
19,How confident are you that changes in Traffic congestion lead to changes in Support for Upzoning? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Change in traffic congestion, as long as there are more people, there's no way you can avoid it. So this is not going to help. It's definitely facts there. So definitely it's negative."
20,"Does Housing Affordability have a positive or negative effect on Support for Upzoning, and how significant is this effect? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","Yes, housing affordability is really affordable, but I don't think it's affordable for a lot of people. Even those so-called affordable units, they're only like, who knows, 20, 25% less. But nowadays, the rent is so high in the area I live, even 20% off is still very, very high."
21,How would you describe the relationship between Tall Buildings and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Yes, tall buildings and support for up-zoning, people don't like, people just don't like tall buildings because it totally changes the city fabric, so it's not a good thing."
22,"Would small changes in Noise lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","Minimizing noise definitely help, but it's not a big one so far. But we don't know how that actually happened. I mean, we don't know how that would be. We only have that negative. It could be really bad, because I've been in a big city and it's really, really noisy and it's really, really bad."
23,"Is the effect of Public transportation on Support for Upzoning immediate, or does it take time to develop? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","Better public transportation definitely helps, positively, and you know, it could be done very quickly if the city can plan for it, but that would, you know, connect it to the noise, it will increase a lot of noise because bus could be noisy, yeah, and pollution, everything."
24,"Would small changes in Gradual Approach lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","Something like that was actually happening here in our neighbor. We really support the upzoning, but the thing is it happened so quickly. A lot of us didn't support it, we wanted to slow it down, and if we do it slowly and have a better plan and under control, then we'll definitely go for it."
25,"Is the effect of Affordable Housing on Support for Upzoning immediate, or does it take time to develop? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","Oh. It would take a year or so, not immediately. When we say immediately, it means like two year time. We have some built already here in our area, and we only see some very limited units. Some people move in. We saw light, but most of them still empty. Downstairs, the retail units are empty. So, yeah."
26,"Would small changes in Impact Assessment lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","Yes, small change in impact assessment, need to know some changes in support for observing, definitely, because, and other that we pretty much have some idea which direction or how big the impact is. And do we need to think about some other way to do it? Because once you put in those turbulence, there's no way to reverse it."
27,How would you describe the relationship between Builders' Profits and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Builders, and not really, no, I think it's really with connection, because that 20% is not going to be really affordable for a lot of people still, because our area is so expensive. So we really need to think something else, not for the builders to do this, because 80% those profit will go to them, even the 20% is still probably profit for them in the long term, because it's so expensive nowadays. The government, the local government has to do something differently. The builders are not going to help us."
28,How would you describe the relationship between Current Housing Market and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Current housing market is very strong and high and so that's why a lot of people for support for upzoning, but the thing is they don't know the impact to the city, fabric, a lot of problems created without well-planning or under control tested. So at least so far we've seen with the builders cutting a lot of corners and things like that, but it's not going to benefit a lot of people and it's very minimized. So we need to think of something else."
29,How would you describe the relationship between Noise pollution and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"I live in an area, you know, we're really concerned about the environmental impact. So definitely, noise pollution would be a key, you know, factor we'll consider. And so for us, it's a strong connection. But I guess a lot of people can't think clearly when it comes to like, you put things like into one, two, three places and the noise connection part down to like fifth position. But still, when everything settles down and people maybe suddenly realize that, oh, my God, this is too much noise, too late."
30,"Would small changes in Retail and shop profits lead to noticeable changes in Support for Upzoning, or would it take larger shifts? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?","Luckily, the retail shops here, it's pretty much run by the locals, so they have the same concern and they don't think, you know, the profits at the bar, you know, more dense building would be good for them. They are doing okay. They don't need more money than, you know, they'd have to if the negative impact is more than they would for the city."
31,How would you describe the relationship between Balancing current residents' interests and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"There is no doubt the current residents' interest is definitely, you know, support for upzoning, but we want it to be under control and take it slowly and have well-planned instead of like a rush."
32,How would you describe the relationship between Access to Opportunity and Support for Upzoning? Is it a strong or weak connection? Does it have a positive effect (increasing it) or a negative effect (decreasing it)? How strong is this effect?,"Yeah, access to opportunity definitely for the builders. So they would, you know, campaign for any way, any means to get support for that. But you know, people don't see it, the negative thing, it just, unfortunately, the high rent right now, high living standard. And a lot of people just, oh, this is a good idea. And then they didn't really know, hey, actually, you know, once this bill is not that affordable for them."
33,"What might lead to increases or decreases in Upzoning policies, and how significant are these effects? Please also indicate if these influences are positive (increasing) or negative (decreasing).","Lacking of housing is going to increase for upzoning policy, we like it or not, so that means, you know, the population increase would lead to that. So, don't know, negative or positive, because it's negative for the rest of us, it's positive for the future generation, but for the environment, for the city fabric, for all the problems created for the next generation they have to face, it's not a good thing. Thank you."
